Country,Region,Subregion,Indicator,Dimension,Category,Sex,Year,VALUE
Belgium,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2011,5707.0
Canada,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2011,7134.0
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2011,5216.0
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2011,1901.0
United Kingdom (Scotland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2011,2373.0
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2011,103.0
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2011,949.0
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2011,26290.0
Japan,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2011,625.0
Lebanon,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2011,89.0
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2011,477.0
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2011,96.0
Mauritius,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2011,140.0
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2011,3104.0
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2011,2701.0
Poland,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2011,2675.0
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2011,506.0
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2011,427.0
Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2011,7.0
United States of America,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2011,26128.0
Holy See,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2011,0.0
South Africa,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2011,10177.0
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2012,5553.0
Belgium,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2012,5690.0
Canada,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2012,6265.0
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2012,6292.0
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2012,1969.0
United Kingdom (Scotland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2012,2292.0
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2012,84.0
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2012,802.0
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2012,25635.0
Japan,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2012,553.0
Lebanon,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2012,117.0
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2012,470.0
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2012,95.0
Mauritius,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2012,66.0
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2012,3322.0
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2012,2773.0
Poland,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2012,3014.0
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2012,820.0
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2012,508.0
Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2012,4.0
United States of America,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2012,26335.0
Holy See,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2012,0.0
South Africa,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2012,11074.0
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,200.0
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2013,5482.0
Belgium,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,5483.0
Canada,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2013,5879.0
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,6773.0
Chile,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2013,5426.0
Cameroon,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2013,101.0
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,2062.0
France,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,10162.0
United Kingdom (Scotland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,2132.0
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2013,98.0
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,836.0
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,23249.0
Japan,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2013,525.0
Lebanon,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2013,118.0
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,421.0
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2013,101.0
Mauritius,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2013,158.0
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,2911.0
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2013,2368.0
Poland,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,3186.0
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,855.0
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,851.0
Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2013,4.0
United States of America,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2013,23750.0
Holy See,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,0.0
South Africa,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2013,11670.0
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,133.0
Andorra,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,12.0
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2014,5775.0
Belgium,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,5939.0
Bosnia and Herzegovina,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,442.0
Belize,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2014,0.0
Barbados,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2014,48.0
Canada,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2014,4912.0
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,7131.0
Chile,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2014,5467.0
China,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,82986.0
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,1827.0
Algeria,Africa,Northern Africa,Persons convicted,by selected crime,Drug trafficking,Total,2014,3048.0
Estonia,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,595.0
France,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,10818.0
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,429.0
United Kingdom (Scotland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,1890.0
Georgia,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,2661.0
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2014,87.0
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,940.0
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,20001.0
Japan,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,507.0
Kyrgyzstan,Asia,Central Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,255.0
Lebanon,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,148.0
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,538.0
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,146.0
Republic of Moldova,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,239.0
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2014,5457.0
Malta,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,10.0
Mongolia,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,3.0
Mauritius,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2014,452.0
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,3501.0
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2014,2133.0
Poland,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,2962.0
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,614.0
Singapore,Asia,South-eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,12.0
Serbia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,1223.0
Slovakia,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,556.0
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,704.0
Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2014,8.0
United States of America,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2014,22353.0
Holy See,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,0.0
South Africa,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2014,15863.0
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,132.0
Andorra,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,34.0
Armenia,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2015,350.0
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2015,5740.0
Belgium,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,6512.0
Bosnia and Herzegovina,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,383.0
Barbados,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2015,89.0
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,7509.0
Chile,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2015,6010.0
China,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2015,77212.0
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,1807.0
Algeria,Africa,Northern Africa,Persons convicted,by selected crime,Drug trafficking,Total,2015,2475.0
Estonia,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,568.0
France,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,11299.0
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,415.0
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2015,141.0
Honduras,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2015,386.0
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,693.0
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,21955.0
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,516.0
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2015,99.0
Monaco,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,37.0
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2015,5630.0
Malta,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,11.0
Mauritius,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2015,379.0
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,3202.0
